route_id,stop_id,hour_of_day,day_of_week,is_weekend,stop_sequence,actual_delay_seconds,late_5min
101,STOP_D,6,5,0,14,548.8768202258825,1
Red,STOP_B,10,3,0,6,-258.0700303613903,0
Red,STOP_B,9,5,1,5,29.248173610872726,0
Green,STOP_D,7,1,0,17,376.75073285772925,1
Red,STOP_D,14,0,0,10,415.4678912989892,1
Green,STOP_C,19,3,0,12,252.6521004146521,0
Blue,STOP_D,11,4,0,6,295.3028818449996,0
Green,STOP_C,10,0,0,10,-312.081225449994,0
Blue,STOP_A,15,2,0,7,290.3661283433618,0
101,STOP_D,14,0,1,4,-66.803074478984,0
Red,STOP_C,12,5,1,14,410.319271580215,1
101,STOP_D,7,4,0,16,588.3910405600699,1
Red,STOP_D,13,1,0,9,64.79608692898,0
Red,STOP_B,13,4,0,19,216.0260370637551,0
Red,STOP_B,15,5,0,1,-187.13089663898586,0
Green,STOP_D,12,0,0,13,-121.20008073505093,0
Green,STOP_A,9,1,0,9,495.5281629649435,1
101,STOP_B,13,1,0,17,234.5362922123683,0
101,STOP_A,6,0,0,10,-23.11661976459166,0
Green,STOP_D,15,0,1,4,22.06364421032079,0
Blue,STOP_A,8,5,0,5,388.6419622865553,1
Green,STOP_A,19,0,0,12,490.26780852552355,1
Blue,STOP_D,17,1,0,6,528.5141003532294,1
Red,STOP_A,16,3,1,16,805.9194818823664,1
Red,STOP_D,15,1,0,3,373.6924954005641,1
Blue,STOP_A,12,5,0,3,-406.89779799640917,0
Red,STOP_B,17,2,1,7,613.2244365888498,1
Green,STOP_D,6,0,0,3,399.30643090541474,1
Red,STOP_B,15,4,1,19,584.2409293258243,1
101,STOP_D,12,2,0,10,234.1506265348606,0
Red,STOP_A,7,1,0,12,285.0297750368276,0
Red,STOP_C,18,2,0,12,209.64517113925845,0
Red,STOP_A,15,1,0,12,101.50804528747142,0
Red,STOP_D,14,4,1,7,74.55887500870827,0
Green,STOP_C,15,4,1,15,180.71304781094727,0
Green,STOP_D,12,3,0,14,-385.5858521459505,0
Red,STOP_D,9,5,0,10,468.557604991121,1
Red,STOP_A,20,2,0,17,-439.45527247654,0
101,STOP_B,6,4,0,17,11.255200856283736,0
101,STOP_A,15,1,1,9,203.6043450011395,0
101,STOP_C,13,4,0,7,128.79651774456485,0
101,STOP_B,11,1,0,18,518.1578066900502,1
Blue,STOP_D,15,0,0,17,-156.2117131701699,0
Green,STOP_D,6,3,0,12,751.4302747759285,1
101,STOP_B,6,2,1,12,232.02468106370594,0
101,STOP_A,21,4,0,19,8.208272495066254,0
Green,STOP_C,18,2,1,17,326.78166528826034,1
Blue,STOP_B,18,2,0,9,-306.0637359084233,0
Green,STOP_B,11,2,1,3,487.704221992737,1
101,STOP_C,11,2,0,18,361.1872398738576,1
Red,STOP_C,11,2,0,17,614.4969012604297,1
Green,STOP_C,19,1,0,2,204.31749772938065,0
Green,STOP_D,11,0,1,3,848.7660409557533,1
Blue,STOP_B,20,2,0,5,136.38506247600424,0
Red,STOP_C,21,2,0,16,218.59672211835704,0
Red,STOP_D,7,2,0,11,613.4558172483819,1
Blue,STOP_C,16,2,0,11,51.651697398780755,0
Red,STOP_A,8,1,1,7,174.92954665980903,0
Green,STOP_C,9,1,0,3,208.39827537976356,0
Red,STOP_A,20,3,0,11,408.37863218751113,1
Blue,STOP_D,15,0,0,1,165.34792878075814,0
Blue,STOP_B,6,2,0,15,466.6713932730277,1
Blue,STOP_C,13,3,1,17,-35.42777139752437,0
Green,STOP_D,7,1,0,12,373.2464855741282,1
Blue,STOP_D,20,2,0,16,-79.43548593884987,0
Blue,STOP_D,20,2,0,5,-309.9616468705217,0
Green,STOP_D,21,4,0,10,173.80521294868464,0
101,STOP_A,12,0,0,1,23.108532943278618,0
101,STOP_B,15,4,0,1,-359.14907983030014,0
101,STOP_A,6,2,0,1,404.8836958184643,1
Red,STOP_D,21,5,0,10,-159.0190661473609,0
Red,STOP_C,7,4,1,12,-125.71293701758083,0
101,STOP_C,9,1,1,10,137.9829610368302,0
Blue,STOP_B,12,0,0,13,-173.4671604374725,0
Red,STOP_A,12,0,1,8,-1.8988220591043046,0
Red,STOP_B,7,4,0,14,286.4634274160875,0
101,STOP_A,16,1,0,12,632.595116776556,1
Green,STOP_C,12,4,0,13,107.6513801317492,0
Green,STOP_B,17,4,1,5,285.2098849881213,0
Green,STOP_D,11,3,0,6,-373.18895926094166,0
101,STOP_B,8,0,0,4,-61.39803610682026,0
101,STOP_B,7,3,0,3,592.5809862710928,1
Red,STOP_C,18,2,0,15,41.408978467315364,0
Red,STOP_D,17,4,1,17,26.641484161401195,0
Blue,STOP_A,7,4,1,11,326.9551562332393,1
Blue,STOP_B,19,4,0,18,733.2596004717119,1
Green,STOP_B,11,0,1,5,416.9845719784839,1
Green,STOP_B,20,4,0,3,714.1229457365072,1
Red,STOP_C,8,1,0,16,377.2883556415841,1
Red,STOP_C,20,2,1,19,41.40350765473927,0
Blue,STOP_A,10,4,0,15,-18.286629890178972,0
Green,STOP_A,18,5,1,11,225.93183066362747,0
Red,STOP_B,8,5,0,6,1059.729488454504,1
Green,STOP_C,17,2,0,18,-100.11589161530769,0
Blue,STOP_C,13,2,0,18,-97.80880117829855,0
Green,STOP_C,6,0,1,13,280.2639709238754,0
Green,STOP_C,9,3,1,6,565.5647494823836,1
Blue,STOP_D,20,0,1,16,471.0184980599978,1
Red,STOP_A,13,5,0,7,-84.46201701225579,0
Red,STOP_D,21,2,0,9,339.2318709271335,1
101,STOP_C,6,2,0,16,548.0797497825006,1
Blue,STOP_D,8,3,0,2,358.52539564382573,1
Blue,STOP_C,18,5,0,5,412.0887869433318,1
101,STOP_A,14,0,0,15,339.972485695472,1
Green,STOP_D,21,0,1,14,423.20912734387326,1
101,STOP_A,13,5,0,7,268.6234375320206,0
Green,STOP_A,6,3,0,12,941.162979910059,1
Green,STOP_D,12,0,0,1,400.9295423163539,1
Green,STOP_A,7,2,1,13,591.4956527229918,1
101,STOP_A,15,5,0,7,257.0473466975993,0
Blue,STOP_B,15,5,0,17,237.63822461482656,0
Blue,STOP_C,9,4,1,10,325.7873074836723,1
Blue,STOP_B,13,3,1,9,168.4634397642201,0
Red,STOP_B,10,4,1,5,358.80186172913113,1
Green,STOP_A,11,1,0,1,-168.46228567075877,0
Green,STOP_C,8,2,1,10,11.544200402830256,0
101,STOP_C,21,0,0,8,309.41006130663766,1
Red,STOP_A,18,0,0,2,-192.7653873005329,0
Green,STOP_C,13,3,0,6,250.52213882083012,0
Green,STOP_A,19,3,0,14,-413.4074163343074,0
Green,STOP_B,21,4,0,1,-9.477090040431534,0
101,STOP_D,21,5,1,14,-288.3747284997772,0
Red,STOP_B,7,0,1,18,638.093330663519,1
Red,STOP_C,6,3,0,2,-231.62222446142255,0
Green,STOP_B,6,0,0,18,535.0922221610923,1
Red,STOP_B,21,2,0,3,472.2973402093474,1
Red,STOP_B,7,5,1,15,44.19974814873544,0
Blue,STOP_C,7,1,0,16,161.04748754588724,0
Blue,STOP_D,7,2,0,6,55.28366994919131,0
101,STOP_B,6,0,0,2,137.08341081201587,0
Red,STOP_D,8,4,1,12,-116.98154848900697,0
Green,STOP_B,10,3,0,17,464.6641964918595,1
Red,STOP_D,15,0,0,16,-41.32009231932096,0
Green,STOP_D,8,2,0,16,641.3113911102023,1
Red,STOP_B,18,2,0,4,393.830288498631,1
101,STOP_A,21,1,1,11,-84.04847754405259,0
Blue,STOP_B,8,5,1,16,625.7981327949715,1
Red,STOP_B,12,5,0,10,-810.3713957442014,0
Blue,STOP_B,17,4,0,18,407.6011986127063,1
Blue,STOP_C,10,0,0,14,264.02005675304713,0
Green,STOP_C,10,1,0,5,279.15004893479744,0
101,STOP_B,18,4,1,9,193.98054292357835,0
101,STOP_A,10,0,0,19,-82.69965335821229,0
Green,STOP_B,20,4,0,11,-206.73983681435044,0
Blue,STOP_D,14,1,0,12,369.85850790882864,1
Blue,STOP_A,16,4,0,8,337.8171627726207,1
101,STOP_A,19,2,0,10,290.2068613480476,0
Red,STOP_A,21,1,0,3,527.0198511771235,1
Blue,STOP_C,14,0,0,7,-121.278569726802,0
Red,STOP_D,6,5,0,4,439.7626734040958,1
101,STOP_C,6,3,0,12,180.5330732255963,0
Blue,STOP_D,6,5,0,2,394.9438941307633,1
Blue,STOP_B,6,0,0,2,-147.52258814538743,0
Red,STOP_D,20,0,0,5,-623.9786809664648,0
Green,STOP_B,16,3,0,14,699.6743440988787,1
Green,STOP_B,9,2,1,6,780.7715347037201,1
Green,STOP_A,21,5,1,18,110.30158403870877,0
101,STOP_D,8,4,0,18,783.7187114367177,1
Blue,STOP_C,16,3,1,4,336.19009072100266,1
Blue,STOP_D,16,2,0,16,176.47722948363506,0
Green,STOP_C,21,2,1,11,-340.11821356553094,0
Red,STOP_A,21,0,1,11,212.01694719657382,0
Blue,STOP_D,9,4,0,11,26.83270695789676,0
Blue,STOP_C,6,5,0,12,-223.65822669813696,0
Blue,STOP_D,19,1,0,2,311.27779070876,1
Blue,STOP_C,12,0,0,5,98.79546270005869,0
Green,STOP_C,10,2,0,3,74.63033765481647,0
Green,STOP_A,8,2,1,17,719.3026776067809,1
Red,STOP_A,12,1,0,19,590.0112467993439,1
Red,STOP_C,17,2,0,16,102.13203472554119,0
101,STOP_A,11,2,1,7,300.4236853495877,1
Green,STOP_A,21,4,0,16,176.38953343729509,0
Red,STOP_C,14,2,0,14,-37.8829568662247,0
Green,STOP_A,17,3,0,9,325.03235068119557,1
101,STOP_C,7,2,0,19,367.3592192617681,1
Green,STOP_C,17,0,1,17,365.16471801672856,1
Blue,STOP_B,16,5,0,13,548.994587611895,1
Red,STOP_A,12,3,0,12,-244.69538144176363,0
Red,STOP_B,16,3,1,18,575.1458305643685,1
101,STOP_A,6,1,0,10,-84.85537964747746,0
Red,STOP_B,15,2,0,3,157.9678281715323,0
101,STOP_C,13,3,0,16,-78.25506430118656,0
Red,STOP_A,21,2,0,10,353.7845514098003,1
Red,STOP_B,16,0,0,18,727.5199672781619,1
Red,STOP_A,12,1,1,13,62.335650515181044,0
Red,STOP_B,16,0,1,14,545.8581732625019,1
101,STOP_D,12,0,0,7,655.0928769849469,1
Blue,STOP_B,19,1,0,13,-128.84075789385972,0
Green,STOP_C,6,2,1,8,-259.5000244162658,0
101,STOP_C,10,3,1,12,32.75009137623499,0
Blue,STOP_B,21,0,0,16,-69.16186433651802,0
Blue,STOP_C,6,1,0,6,221.66270743151296,0
101,STOP_D,12,1,0,14,205.9479931254468,0
Green,STOP_C,16,4,0,4,52.36333871108178,0
101,STOP_D,21,5,0,12,-37.67273561686744,0
Green,STOP_C,13,4,0,5,83.83846909479192,0
Blue,STOP_C,9,2,0,17,267.0291341965323,0
Green,STOP_A,15,3,0,1,-509.4017412027929,0
Blue,STOP_C,6,3,0,9,-37.73572965306525,0
101,STOP_D,19,3,0,14,1164.3288358868456,1
Red,STOP_C,17,5,0,14,172.17165605073424,0
Blue,STOP_A,11,5,0,5,-123.06207412459702,0
101,STOP_D,6,0,1,10,129.10237567951202,0
Red,STOP_C,15,3,0,5,60.11031860257818,0
Green,STOP_B,20,4,1,4,-123.85129399030555,0
101,STOP_B,13,1,0,7,37.45245551493427,0
Red,STOP_C,14,0,0,9,329.9868654569639,1
101,STOP_B,6,2,1,1,-76.26894348771378,0
101,STOP_D,10,2,1,9,225.517979434761,0
Red,STOP_C,6,4,1,10,-210.8125503733038,0
101,STOP_A,13,1,1,12,-88.47652309629964,0
101,STOP_B,10,2,0,15,193.3851779689889,0
Green,STOP_B,9,3,0,11,922.2793951763069,1
Red,STOP_D,7,5,0,19,532.0585824143798,1
Blue,STOP_C,21,0,0,10,167.72982306187126,0
Red,STOP_B,11,0,1,2,-335.99488689850034,0
Blue,STOP_B,17,2,0,18,1220.8313126490784,1
Blue,STOP_A,7,2,0,14,-41.55839989573093,0
Blue,STOP_A,21,5,1,14,156.61455305069242,0
101,STOP_D,19,1,1,2,405.69816253306607,1
Green,STOP_A,10,2,0,12,-63.969467879226585,0
Green,STOP_C,18,2,0,15,96.79944318897515,0
101,STOP_D,11,4,1,15,281.4436415266102,0
101,STOP_B,10,2,1,12,-694.1894199701609,0
Green,STOP_B,14,5,0,19,-176.03554424828417,0
Green,STOP_B,21,1,0,19,516.0198565800504,1
Green,STOP_D,13,5,0,14,210.30469566711844,0
Blue,STOP_A,19,0,1,5,238.74324338315665,0
Green,STOP_A,12,3,1,1,516.1320237547403,1
101,STOP_D,13,3,0,19,727.8574470766258,1
101,STOP_A,12,3,0,8,-2.289523621360871,0
101,STOP_C,8,0,0,13,183.10662478987524,0
Green,STOP_D,8,0,0,15,248.74912323601575,0
Green,STOP_B,17,5,0,15,-325.74381759074043,0
101,STOP_A,13,1,0,7,273.00124621315325,0
101,STOP_A,19,4,0,4,4.690902725396583,0
101,STOP_A,16,1,1,15,163.40080628024492,0
Green,STOP_C,6,5,0,17,296.5803485694239,0
101,STOP_B,9,0,0,16,152.17052147066585,0
Red,STOP_B,7,4,0,17,556.0123486287029,1
101,STOP_A,12,3,1,13,186.9006035652041,0
Red,STOP_C,7,5,1,3,-44.40720004208549,0
Blue,STOP_D,10,2,0,6,97.14094319950964,0
Green,STOP_D,11,2,0,6,-48.4431420379224,0
101,STOP_D,14,2,0,4,238.1085490828591,0
Green,STOP_C,12,2,0,13,339.5319230585967,1
Green,STOP_C,6,1,0,17,92.75538314146357,0
Green,STOP_A,17,1,0,16,25.743519399432145,0
101,STOP_A,16,1,0,14,-253.6715941924988,0
Red,STOP_B,20,2,1,16,-70.85129285904719,0
Green,STOP_D,16,1,0,14,360.9675478043419,1
Red,STOP_A,19,4,0,9,285.7806162358145,0
Blue,STOP_A,6,2,1,2,-55.694106927520835,0
Green,STOP_A,21,2,0,19,-71.78532079827656,0
Red,STOP_D,11,3,0,16,123.78055888548867,0
Green,STOP_D,16,5,1,7,150.04844020278307,0
101,STOP_A,10,5,0,13,-53.198209240230796,0
Red,STOP_D,12,3,0,4,23.892462640204116,0
Green,STOP_C,13,3,1,15,206.26079872169493,0
Blue,STOP_C,10,2,1,11,-11.361787156181805,0
Red,STOP_B,20,4,1,4,-186.73086347856582,0
Green,STOP_A,21,2,1,13,693.402752448708,1
Red,STOP_D,14,5,0,18,226.20047378004847,0
Green,STOP_D,13,2,0,15,289.4028823697881,0
Green,STOP_D,14,2,0,18,498.22014283349955,1
Green,STOP_A,11,0,1,16,-51.94470901195237,0
Blue,STOP_D,8,3,0,16,192.07474340698386,0
Red,STOP_C,9,3,1,14,113.67621024578261,0
Green,STOP_C,8,2,0,4,-195.75443135859234,0
Red,STOP_A,13,1,0,10,506.1436418566222,1
Red,STOP_D,12,2,0,4,-380.8695042321585,0
Red,STOP_B,7,1,0,9,340.46581311561107,1
Red,STOP_B,17,0,0,11,236.48155920466286,0
Red,STOP_A,17,5,0,18,280.68003059570003,0
Blue,STOP_B,17,1,0,16,409.83913135808103,1
Green,STOP_C,13,0,1,5,-363.05470274390444,0
Green,STOP_A,12,5,0,15,-76.59172948675987,0
Blue,STOP_B,7,5,0,3,-236.67658898682947,0
Green,STOP_D,8,2,0,11,74.47033031156407,0
Green,STOP_B,9,1,1,8,-210.86100185269538,0
Green,STOP_C,18,0,0,9,455.695874903159,1
101,STOP_A,13,2,0,19,-503.4165639416766,0
Red,STOP_D,16,2,0,11,184.94897984977993,0
101,STOP_A,7,3,0,19,331.3461882397235,1
101,STOP_B,20,3,0,2,-108.07593343886984,0
Blue,STOP_B,10,4,1,14,-51.53140969527428,0
Red,STOP_C,14,1,0,4,-80.58132586071847,0
101,STOP_A,12,4,0,8,-276.92907225391815,0
Blue,STOP_D,8,1,0,4,162.7184299320291,0
Green,STOP_B,20,0,0,11,-77.5056290560679,0
Blue,STOP_D,17,2,1,16,-589.06164790756,0
101,STOP_A,15,2,0,10,-198.74631993876528,0
Green,STOP_A,9,4,1,1,397.21179097309835,1
Blue,STOP_C,21,4,0,5,148.58811021059614,0
Green,STOP_B,10,2,0,7,348.0171861598742,1
101,STOP_B,8,5,0,10,-46.610436342985395,0
Green,STOP_B,20,4,1,17,234.66275286850487,0
101,STOP_A,7,1,0,13,688.6239146476952,1
Red,STOP_D,11,2,0,16,-339.27367748154234,0
Green,STOP_A,8,5,0,1,-425.2133485864691,0
Red,STOP_C,9,4,0,4,237.35121544461975,0
Red,STOP_C,8,3,0,10,636.6635815014417,1
101,STOP_A,21,4,0,1,-420.3547082146539,0
101,STOP_A,19,0,0,11,113.75269355673454,0
Blue,STOP_D,6,0,0,6,-36.05597245907646,0
101,STOP_C,19,2,0,16,-382.2088147413258,0
Red,STOP_C,21,2,0,3,59.893290757909845,0
Red,STOP_A,7,3,1,13,310.75544347541825,1
Green,STOP_A,19,4,0,5,-195.70254012045564,0
Blue,STOP_A,6,5,0,3,345.97663953453764,1
101,STOP_C,19,4,1,19,615.1108851875986,1
101,STOP_B,13,3,0,7,314.17541161267934,1
Blue,STOP_A,19,1,0,15,345.4544534827587,1
Green,STOP_D,11,2,1,17,44.39757565274418,0
101,STOP_D,16,1,0,7,-4.324593606224809,0
Green,STOP_D,17,0,0,6,286.8622389022602,0
101,STOP_D,21,2,0,11,-251.68304056150788,0
Green,STOP_C,21,5,0,1,524.5042926105104,1
Green,STOP_A,15,3,0,1,308.77604923033584,1
Blue,STOP_D,20,5,0,18,-78.40149416582253,0
Red,STOP_D,13,3,0,18,354.5125608501172,1
Blue,STOP_A,12,0,0,3,-316.9325212078217,0
Blue,STOP_A,20,4,1,7,219.50803437226392,0
101,STOP_B,20,1,0,10,-108.98546562007601,0
Blue,STOP_A,21,4,1,16,808.9190893035818,1
Red,STOP_D,17,2,0,11,75.52399828612488,0
Blue,STOP_D,15,5,0,18,-97.96523175572486,0
Green,STOP_C,12,3,1,18,37.63397471809493,0
Red,STOP_D,14,0,0,19,-285.1854895961217,0
Blue,STOP_B,12,3,1,9,191.6278449846659,0
Blue,STOP_C,9,2,0,3,704.057599835085,1
Red,STOP_B,10,1,0,15,48.1610819636994,0
Red,STOP_C,13,3,0,17,-218.6780470760001,0
101,STOP_C,14,5,0,14,83.88496043974557,0
Blue,STOP_D,7,3,1,5,417.683030443007,1
Blue,STOP_A,20,5,0,12,472.56455923465796,1
Red,STOP_A,11,2,1,17,98.02578818046621,0
101,STOP_B,21,2,0,13,-485.4573588732719,0
Green,STOP_D,20,1,0,8,243.20362321384454,0
Red,STOP_C,8,0,0,13,100.41530539012331,0
Green,STOP_C,12,4,0,6,126.07664691698751,0
101,STOP_A,10,1,0,16,908.7955817049642,1
Green,STOP_A,18,2,0,7,-14.176587811409007,0
101,STOP_C,12,0,1,10,215.2691427779746,0
Blue,STOP_B,15,0,1,13,-247.14315379119944,0
Red,STOP_D,15,2,0,16,-88.81543512015395,0
Blue,STOP_A,21,3,0,9,417.3152281279712,1
Red,STOP_B,6,2,1,8,211.19921183302284,0
Red,STOP_D,16,3,1,4,219.09703045900153,0
101,STOP_D,17,3,0,9,551.3270784714339,1
Red,STOP_B,21,4,0,5,485.596520822746,1
101,STOP_B,16,1,1,6,12.787057600631101,0
Blue,STOP_D,20,3,0,9,-346.90215625913567,0
Green,STOP_D,8,2,0,5,-88.3620182526887,0
101,STOP_A,7,5,0,18,622.7608947226546,1
Blue,STOP_B,8,1,1,14,653.4777427505506,1
Green,STOP_B,21,3,0,9,694.5221309599303,1
Red,STOP_B,9,2,1,6,-86.25187976574395,0
101,STOP_A,8,5,0,5,284.2926836077156,0
Blue,STOP_C,20,0,1,14,125.5432617796375,0
101,STOP_D,10,4,0,8,59.40464239320033,0
101,STOP_B,9,5,0,13,316.1151151334919,1
101,STOP_C,21,4,0,18,115.19307816438227,0
Red,STOP_C,8,1,1,17,223.15286049705992,0
101,STOP_B,12,0,0,13,127.46087040673761,0
Red,STOP_D,9,3,1,13,408.1710458749388,1
Blue,STOP_D,11,2,1,17,-178.1389265078987,0
101,STOP_D,17,3,1,17,-58.119171513705,0
Blue,STOP_D,10,4,1,10,172.0227432558768,0
Blue,STOP_A,21,0,0,10,98.95062249099612,0
101,STOP_A,18,5,0,4,51.964104680807935,0
101,STOP_A,12,4,0,18,153.0947661250251,0
Green,STOP_C,9,0,0,17,164.95168541646328,0
Blue,STOP_A,7,2,1,1,-121.41666639721382,0
101,STOP_B,18,4,1,15,-143.58444597815833,0
Blue,STOP_C,10,3,1,4,84.26087442252118,0
Red,STOP_B,12,3,0,9,409.04356062529257,1
Red,STOP_A,21,1,0,7,-28.242860348809728,0
Red,STOP_B,14,3,0,7,-23.509160186006113,0
101,STOP_D,13,1,1,18,49.157649529231676,0
Red,STOP_D,19,5,0,7,-50.79837145850547,0
Red,STOP_B,15,2,0,18,-89.39697467892421,0
Blue,STOP_A,15,4,0,8,-63.4200604772947,0
Red,STOP_A,15,4,1,6,-338.845883385483,0
Blue,STOP_C,21,4,1,15,13.244332628072684,0
Green,STOP_A,8,5,0,18,310.7249931954664,1
Red,STOP_C,11,3,0,9,424.9723290098063,1
101,STOP_D,9,0,0,10,148.0916186242526,0
Blue,STOP_B,19,4,1,10,-100.74231622675754,0
101,STOP_A,16,4,1,15,670.7488165466593,1
Red,STOP_C,20,2,0,4,200.6117357457246,0
101,STOP_B,7,2,0,15,220.43614588952636,0
Blue,STOP_B,14,5,0,4,59.39903903671905,0
Green,STOP_B,7,0,1,3,575.6262132845802,1
Red,STOP_D,11,4,1,5,204.8295606976966,0
Red,STOP_C,19,1,0,1,-48.5177696190608,0
Blue,STOP_B,20,2,0,9,-18.975415925015824,0
Blue,STOP_A,17,1,1,8,119.7714431472858,0
Green,STOP_A,12,4,0,14,58.00851177926793,0
Green,STOP_D,7,2,0,2,-104.0667192305651,0
Blue,STOP_C,19,0,0,17,556.3290991881879,1
Blue,STOP_C,16,5,0,17,39.860397999268116,0
Green,STOP_B,20,1,0,7,48.486611758509014,0
Red,STOP_D,10,2,1,14,408.0210661872007,1
101,STOP_C,6,2,1,11,2.063859148315146,0
Red,STOP_D,8,0,1,12,78.8963202175863,0
Blue,STOP_C,12,0,0,6,401.7155795539066,1
Red,STOP_D,17,4,0,16,-97.91312961034788,0
Green,STOP_D,20,4,1,1,189.4029092168165,0
Green,STOP_C,17,1,0,14,73.07522539262587,0
Red,STOP_A,15,5,0,9,493.8671797912234,1
Red,STOP_B,6,4,0,2,-561.0843173128918,0
101,STOP_B,15,3,0,1,117.08631767235077,0
Blue,STOP_C,18,5,1,13,347.56633832311746,1
Red,STOP_B,9,0,1,3,-20.295015402586444,0
Red,STOP_C,6,4,0,19,116.44303888819094,0
Red,STOP_C,20,0,1,16,256.20637252620907,0
Red,STOP_D,13,3,0,16,-166.53266827299387,0
101,STOP_C,20,5,1,11,297.7986668355335,0
Green,STOP_C,17,3,0,16,60.8380803818726,0
101,STOP_A,19,2,1,5,-15.824620449980472,0
101,STOP_A,14,5,0,17,-123.72062210931674,0
Blue,STOP_A,6,4,0,8,298.46434959750445,0
Red,STOP_C,20,0,0,2,434.0194299234064,1
101,STOP_C,8,5,1,6,210.49213947178643,0
Green,STOP_C,10,1,0,15,-339.8110174094443,0
101,STOP_C,16,4,1,6,284.2203807804568,0
101,STOP_D,8,2,0,19,360.3753074728793,1
Red,STOP_A,14,4,1,7,15.422231555323577,0
Green,STOP_A,13,2,0,6,119.23838249667169,0
101,STOP_A,7,4,0,19,324.52926246374034,1
101,STOP_B,16,1,1,19,485.33406373899015,1
Blue,STOP_C,7,0,0,19,39.92020229671863,0
Blue,STOP_C,10,4,0,13,-287.20306704338,0
Red,STOP_A,10,3,0,18,69.14952090506112,0
101,STOP_D,14,4,0,18,387.5915724004093,1
Red,STOP_D,19,5,1,2,622.5448659194535,1
101,STOP_A,14,3,1,8,177.3541747896886,0
101,STOP_B,8,2,0,5,484.1132889655664,1
Red,STOP_B,19,3,0,16,687.5887891275511,1
Red,STOP_D,15,1,1,3,54.06637793193167,0
Green,STOP_B,19,5,0,9,344.45231910243524,1
Green,STOP_C,15,5,1,15,161.2283111928212,0
101,STOP_A,18,0,1,17,379.8035678952481,1
Blue,STOP_A,17,5,0,15,-125.91595479209774,0
Green,STOP_C,8,1,1,10,313.94530885663687,1
101,STOP_A,16,3,1,4,611.3520161143457,1
101,STOP_D,11,2,1,5,11.301352984561802,0
Red,STOP_D,16,0,0,17,218.4288401635433,0
Blue,STOP_B,7,1,0,18,-2.701403724697002,0
Red,STOP_B,8,0,1,11,704.7317478291995,1
Blue,STOP_A,16,3,0,16,20.913782138565807,0
Red,STOP_D,15,0,0,11,-34.74493852820498,0
101,STOP_B,10,5,0,5,261.0202868774073,0
Red,STOP_C,19,0,0,3,-98.54032889888524,0
Red,STOP_A,7,0,0,17,544.3172502682817,1
101,STOP_D,9,2,1,12,275.62625804184574,0
Red,STOP_A,10,2,0,13,-235.92151810911798,0
Green,STOP_B,17,5,0,2,-203.19389029563584,0
Blue,STOP_A,8,0,0,5,-187.57206472827295,0
101,STOP_B,17,1,0,5,648.9228918562975,1
101,STOP_C,15,4,0,6,-48.74760513613549,0
Blue,STOP_B,21,5,0,1,332.15092372648684,1
Blue,STOP_B,9,1,0,13,259.1896215509111,0
101,STOP_D,10,5,0,10,-212.4175510810009,0
101,STOP_A,8,2,1,18,567.268076008141,1
Green,STOP_D,9,3,1,13,354.6458495170563,1
Blue,STOP_D,6,0,0,12,140.95743752873136,0
Green,STOP_D,8,3,0,16,341.9904185533868,1
101,STOP_B,21,1,0,7,256.1606493773727,0
101,STOP_A,20,4,0,5,-268.2698928461054,0
Red,STOP_B,19,0,0,11,177.46327251172522,0
Red,STOP_B,9,3,1,9,674.8677273190331,1
101,STOP_A,12,4,0,5,910.1673552232021,1
101,STOP_C,17,0,0,14,470.2219150202931,1
Red,STOP_A,8,0,0,7,-59.0040709188425,0
Blue,STOP_A,9,3,0,4,473.52349237887483,1
Blue,STOP_C,11,1,1,17,-172.24155547782271,0
101,STOP_C,17,1,0,19,499.68718219320874,1
101,STOP_B,18,5,1,10,236.86834983131695,0
Green,STOP_D,18,1,1,7,696.0691395368748,1
Red,STOP_B,21,4,0,8,120.58121755136874,0
Green,STOP_A,19,5,1,15,227.01757984804794,0
Red,STOP_C,18,2,0,17,386.48467233383155,1
Red,STOP_D,17,3,0,17,505.2892288043355,1
101,STOP_C,8,4,0,5,-85.79016025597066,0
Red,STOP_A,12,0,1,3,-230.96760113802145,0
Green,STOP_C,10,5,0,9,-129.55776946119832,0
Blue,STOP_A,13,0,1,12,-142.9479550618596,0
Red,STOP_B,6,5,1,16,-33.71176445036352,0
Green,STOP_C,17,1,0,8,398.74230593491467,1
Red,STOP_C,8,4,0,13,660.4976029328977,1
Red,STOP_C,15,4,0,11,237.54706191740513,0
101,STOP_B,11,1,0,15,545.7601165454535,1
Blue,STOP_C,21,4,1,17,141.37394528735047,0
Green,STOP_A,8,5,1,14,221.86495714083568,0
Green,STOP_A,11,4,1,14,214.2887442814487,0
Green,STOP_A,12,1,0,5,-123.85544945552408,0
Red,STOP_A,16,2,0,2,139.07048933015665,0
Green,STOP_C,8,4,1,4,-429.19941034026823,0
Blue,STOP_C,18,4,1,5,546.7547510022893,1
101,STOP_C,16,4,1,7,265.49906749237897,0
Red,STOP_D,6,1,0,5,100.834100527851,0
Blue,STOP_D,18,2,0,7,183.94375250562138,0
101,STOP_D,10,1,1,10,-16.62860142114957,0
Green,STOP_D,9,0,0,2,619.4039935749398,1
101,STOP_B,18,1,0,14,392.5803874285209,1
Blue,STOP_D,9,3,0,2,30.89360942912782,0
101,STOP_D,17,0,0,3,563.5364316067653,1
101,STOP_C,15,5,0,17,801.6542040442466,1
101,STOP_C,12,2,0,13,54.89030825210426,0
Red,STOP_B,7,1,0,14,-55.69004414021086,0
